光学字符识别	OCR
塔尼娅	Tanya
塔巴斯科	tabasco
塔布宁	tabnine
塔希提	Tahiti
塔庙	ziggurat
塔拉	Tara
塔拉哈奇	Tallahatchie
塔拉哈西	Tallahassee
塔拉胡萨	Tallahoosa
塔拉迪加	Talladega
塔斯卡卢萨	Tuscaloosa
塔斯卡罗拉	Tuscarora
塔斯基吉	Tuskegee
塔斯社	Tass
塔斯马尼亚	Tasmania
塔斯马尼亚的	tasmanian
塔木德	Talmud
塔木德主义	Talmudism
塔木德化	Talmudize
塔木德化	Talmudization
塔木德学者	talmudist
塔木德的	talmudic
塔架	pylon
塔楼	turret
塔特尔	Tuttle
塔状的	towery
塔科马	Tacoma
塔米	tammy
塔罗牌	tarot
塔西佗	Tacitus
塔贝尔	Tarbell
塔那那利佛	Tananarive
塔里敦	Tarrytown
塘鹅	gannet
塞万提斯	Cervantes
塞万提斯式	cervantine
塞住	gagging
塞克斯图斯	sextus
塞克罗皮亚	Cecropia
塞入	tuck
塞内加尔	Senegal
塞内卡	Seneca
塞勒姆	Salem
塞口物	gagger
塞多纳	sedona
塞奇威克	Sedgwick
塞好	tucked
塞子	stopper
塞尔弗里奇	Selfridge
塞尔柯克	Selkirk
塞尔温	Selwyn
塞尔玛	Selma
塞尔玛	Thelma
塞尔维亚	Serbo-
塞尔维亚	Serbia
塞尔维亚人	Serbian
塞尔达	zelda
塞尚	Cezanne
塞巴斯蒂安	Sebastian
塞德里克	Cedric
塞戈维亚	Segovia
塞拉	Serra
塞拉尼斯	Celanese
塞拉芬	Serafin
塞擦音	affricate
塞文	Severn
塞斯特斯	sesterce
塞斯纳	Cessna
塞浦路斯	Cyprus
塞浦路斯人	Cypriot
塞浦路斯人	Cyprian
塞满	cram
塞满的	stuffed
塞特	Seth
塞班	symbian
塞米勒米斯	Semiramis
塞米诺尔人	Seminole
塞纳河	seine
塞维利亚	Seville
塞缪尔	Samuel
塞缪尔斯	Samuels
塞耶	Thayer
塞舌尔	Seychelles
塞莱娜	Selena
塞莱斯特	Celeste
塞西尔	Cecil
塞西莉亚	Cecilia
塞贡多	Segundo
塞进	tucks
塞雷娜	serena
塞顿	seton
填充	fill
填充	packing
填充物	filler
填充物	padding
填写	fillout
填字游戏	crossword
填料	wadding
填料	stuffing
填缝	caulk
填缝工	caulker
填隙	calk
填隙工	calker
填鸭	cramming
填鸭者	crammer
墓地	cemetery
墓地	graveyard
墓志铭	epitaph
墓志铭集	epitaphs
墓碑	tombstone
墓碑	headstone
墙	wall
墙壁	Walls
墙板	wallboard
墙粉	calcimine
墙草属	pellitory
墙角石	quoin
增亮剂	brightener
增删改查	CRUD
增删改查	Create Read Update Delete
增加	augment
增加	redound
增加中	incrementing
增加的	increased
增加的	augmented
增压	supercharge
增压器	supercharger
增塑剂	plasticiser
增塑剂	plasticizer
增大	greaten
增大的	bulked
增强	souped
增强	buildup
增强中	potentiating
增强剂	intensifier
增强剂	strengthener
增强器	XtraFinder
增强措施	buildups
增强措施	enhancements
增强的	enhanced
增强的	enhancing
增援	reenforcement
增援	reinforcements
增殖	proliferate
增殖	proliferation
增殖中	proliferating
增稠	thickening
增量	increment
增量器	incrementer
增量的	incremental
增长	growth
增长	accretion
增音	epenthesis
墨兰波斯	Melampus
墨卡托	Mercator
墨台	inkstand
墨守成规	legalistic
墨守成规者	routineer
墨尔本	Melbourne
墨尔波墨涅	Melpomene
墨工	inker
墨染	inked
墨水	ink
墨水瓶	inkwell
墨涅拉俄斯	Menelaus
墨瓶	inkpot
墨盒	cartridge
墨粉	toner
墨索里尼	Mussolini
墨菲	Murphy
墨西哥	mex
墨西哥	Mexico
墨西哥人	Mexicans
墨西哥化	Mexicanize
墨西哥卷	taco
墨西哥卷饼	enchilada
墨西哥的	Mexican
墨角	inkhorn
墨迹	inkblot
墨鱼	cuttlefish
墨鱼骨	cuttlebone
墨黑	inkiness
墨黑的	inky
壁垒	rampart
壁宿一	Algenib
壁宿二	Alpheratz
壁板	siding
壁架	ledge
壁柱	pilaster
壁橱	closet
壁灯	sconce
壁炉	ingle
壁炉	hearth
壁炉台	mantlepiece
壁炉架	mantel
壁画	mural
壁画	fresco
壁画照片	photomural
壁纸	wallpaper
壁纸引擎	Wallpaper Engine
壁虎	gecko
壕沟	fosse
壤土	loam
士兵	askari
士兵	soldier
士气	morale
士气低落	demoralization
士麦那	Smyrna
壮丽	grandeur
壮丽	splendor
壮丽地	magnificently
壮丽的	magnificent
壮举	feat
壮实的	heavyset
壮工	navvy
壮汉	strapper
壮硕	hunky
壮观	spectacular
壮观	spectacularly
声乐	vocal
声光摄影	sonophotography
声发	sofar
声名狼藉地	infamously
声名狼藉的	infamous
声名狼藉的	disreputable
声呐	sonar
声威	audiovox
声子	phonon
声学上	acoustically
声学的	acoustic
声学的	acoustical
声明	avowal
声明	statement
声明人	declarant
声明的	declaratory
声明者	declarator
声景	soundscape
声望	prestige
声源	pinger
声田	spotify
声码器	vocoder
声称	claim
声称	allege
声称的	purported
声称者	purporter
声纳	asdic
声纹	voiceprint
声誉	renown
声誉	reputation
声调学	tonetics
声门	glottis
声门的	glottal
声霸卡	SoundBlaster
声音	voice
声音	sound
声音奴隶	audioslave
声音的	sonic
声音的	phonic
壳斗	cupule
壶	jug
壶腹	ampulla
处于某种情况	circumstanced
处女	virgin
处女座	Virgo
处女时期	maidenhood
处女的	virginal
处女膜	hymen
处方	prescription
处理	dealt
处理	handle
处理不当	mishandle
处理不当的	mishandled
处理器	handler
处理器	disposer
处理得当的	wellhandled
处理过的	processed
处罚	penalty
处罚	penalize
处罚中	penalizing
处置	dispose
备件	spares
备份	backup
备忘录	memo
备忘录	tickler
备注	remarque
备用	spare
备用	fallback
备货	stocked
备选方案	fallbacks
备鞍的	saddled
复习	brushup
复习	refresher
复习资料	refreshers
复仇	avenge
复仇	revenge
复仇中	avenging
复仇主义	revanchism
复仇了	avenged
复仇女神	furies
复仇女神	Eumenides
复仇的	vengeful
复仇的	revengeful
复仇者	avenger
复仇者	revenger
复兴	revival
复兴	renascence
复兴的	renascent
复出	comeback
复制	copy
复制	duplicate
复制中	copying
复制中	duplicating
复制品	ectype
复制品	reprod
复制器	reproducer
复制的	duplicati
复制的	duplicated
复印	Xeroxed
复印	Xeroxes
复印件	photocopy
复印件	photocopies
复印机	copier
复印机	duplicator
复印的	photocopied
复发	recur
复发	relapse
复发地	recurrently
复发的	recurrent
复发的	recrudescent
复古	retro
复古	throwback
复合	compounding
复合体	complexes
复合材料	composites
复合派生	parasynthesis
复合的	composite
复合的	compounded
复合管	compactron
复合者	compounder
复合节奏	polyrhythm
复员	demobilise
复员	demobilize
复审	rehear
复式公寓	maisonette
复式公寓	maisonnette
复折屋顶	mansard
复数	plural
复本位制	bimetallism
复本位制者	bimetallist
复杂	complex
复杂	intricacy
复杂化	sophistication
复杂化者	complicator
复杂地	complexly
复杂地	intricately
复杂度	complexity
复杂性	complexities
复杂的	convoluted
复杂的	complicated
复查	recheck
复活	resurrect
复活	reanimate
复活的	redivivus
复活者	resurrector
复活节	Easter
复穿孔机	reperforator
复苏	revive
复苏	resurgence
复苏中	reviving
复苏器	resuscitator
复苏的	resurgent
复苏的	resuscitative
复苏者	reviver
复苏过	revived
复调的	polyphonic
复调音乐	polyphony
复述	retell
复选框	checkbox
夏奇拉	shakira
夏威夷	Hawaii
夏威夷的	Hawaiian
夏娃	Eve
夏季	Summer
夏季	summertime
夏季的	estival
夏季的	summery
夏尔巴人	sherpas
夏布利酒	Chablis
夏延	Cheyenne
夏延人	Cheyennes
夏日般	summerly
夏普	Sharpe
夏洛克	Shylock
夏洛克	Sherlock
夏洛克式的	Shylockian
夏洛特	Charlotte
夏洛茨维尔	Charlottesville
夏皮罗	Shapiro
夏皮罗	Schapiro
夏眠	estivate
夏眠	aestivate
外交	diplomacy
外交地	diplomatically
外交官	diplomat
外交官	diplomate
外交的	diplomatic
外人	outsider
外分泌	exocrine
外勤	outwork
外勤记者	legman
外包	outsource
外包装	overwrap
外化	externalise
外化	externalize
外卖	takeout
外卖	carryout
外向	outgoing
外向	extroversion
外向的	extroversive
外向的	extrovertsive
外向者	extrovert
外围	periphery
外围	peripheries
外围地	peripherally
外围的	peripheral
外围设备	peripherals
外国人	wog
外国人	foreigner
外国佬	gringo
外国的	foreign
外国货	foreigns
外在主义	externalism
外在的	extrinsic
外壳	husk
外壳	shell
外套	coat
外婆	granny
外屋	outhouse
外展	outreach
外延地	epitaxially
外延的	epitaxial
外延的	denotative
外星	extraterrestrial
外星人	alien
外星人电脑	alienware
外来者	outlander
外毒素	exotoxin
外汇	forex
外派	expatriate
外派	expatriation
外渗	extravasation
外源的	exogenous
外皮	rind
外皮	tegument
外码	extracode
外科上	surgically
外科医生	surgeon
外科手术	surgery
外科的	surgical
外空生物学	exobiology
外置串行接口	eSATA
外置显卡	eGPU
外翻	evaginate
外行	layman
外行	laymen
外衣	outerwear
外表	semblance
外观	façade
外观	facade
外设互联	PCI
外貌	appearance
外部	outer
外部	extern
外部地	externally
外部性	externality
外野手	fielder
外阴	vulva
外面	out
外骨骼	exoskeleton
多	multi
多丁顿	Dodington
多不饱和的	polyunsaturated
多丘的	humpy
多丘的	hummocky
多个	multiple
多个λ	lambdas
多个铃声	ringtones
多丽丝	Doris
多义的	multivocal
多事地	eventfully
多事的	eventful
多云的	cloudy
多产地	prolifically
多产的	fecund
多产的	prolific
多人游戏	multiplayer
多付	overpay
多价	multivalence
多价的	multivalent
多任务	multitasking
多伦多	Toronto
多位	multibit
多余	superfluity
多余地	superfluously
多余物	superfluities
多余的	otiose
多余的	superfluous
多佛	dover
多倍体	polyploid
多元	poly
多元	multivariate
多元主义	pluralism
多元大学	multiversity
多元文化	multicultural
多兰	Dolan
多内克	Doneck
多切斯特	Dorchester
多利安式	dorian
多刺	spininess
多刺的	spiny
多刺的	thorny
多功能	versatility
多功能	multifunction
多加	Dorcas
多动症	ADHD
多协议标签交换	MPLS
多卵石的	pebbly
多卵石的	shingly
多卷	multivolume
多变的	protean
多变的	changeful
多变量器	multivator
多叶	leafy
多同步	multisync
多向	multidirectional
多哥	Togo
多嘴	kibitz
多嘴	mouthiness
多嘴的	mouthy
多块的	lumpy
多塞特	Dorset
多塞特郡	dorsetshire
多壳的	shelly
多处理	multiprocessing
多处理器	multiprocessor
多媒体	multimedia
多孔	holey
多孔的	porous
多字母	polyalphabetic
多字节	multibyte
多学科	multidisciplinary
多宾	Dobbin
多尔	dor
多尔	dol
多尔蒂	Doherty
多尔蒂	Dougherty
多层	multistory
多层	multilayer
多屑的	crumby
多山	hilliness
多山的	hilly
多山的	mountainous
多巴哥	Tobago
多布斯	Dobbs
多帚的	broomy
多年	years
多年生的	perennial
多库索斯	Docusaurus
多形	multiform
多形体	polymorph
多形态的	polymorphous
多形性	multiformity
多彩	colorful
多彩	colourful
多彩地	colorfully
多德	Dodd
多德森	Dodson
多态性	polymorphism
多态的	polymorphic
多总线	Multibus
多悬崖的	cliffy
多情的	amorous
多情的	amative
多愁善感的	soppy
多愁善感的	mawkish
多才多艺	versatile
多收费	overcharge
多数	majority
多数	plurality
多数主义	majoritarian
多新闻的	newsy
多明戈	Domingo
多普勒	Doppler
多极	multipolar
多枝的	spriggy
多枝的	branchy
多样	multifarious
多样化	diversify
多样化	diversifies
多样化的	diversified
多样地	diversely
多样性	diversity
多样性	diversities
多样的	varied
多样的	divers
多根的	rooty
多梅尼科	Domenico
多模	multimoding
多次旋转	rotations
多毛	hairiness
多毛的	hairy
多毛的	hispid
多水性	aquosity
多汁	succulence
多汁地	juicily
多汁地	succulently
多汁的	juicy
多汁的	sappy
多泡的	sudsy
多洛雷斯	Dolores
多浅滩的	shoaly
多溪流的	streamy
多灌木的	brushy
多灯心草的	rushy
多特蒙德	Dortmund
多琳	Doreen
多瑙河	Danube
多瑙河的	Danubian
多用户	multiuser
多用途	multipurpose
多疑	distrustful
多疣的	warty
多病	sickliness
多痰	phlegmy
多瘤的	nubbly
多皱的	wrinkly
多石的	flaggy
多神教	polytheism
多神教徒	polytheist
多神教的	polytheistic
多种族	multiracial
多种维生素	multivitamin
多稀黏液的	rheumy
多程序	multiprogram
多程序	multiprogrammed
多立克化	Doricize
多立克式	Doric
多筋的	veiny
多管闲事	officiousness
多管闲事地	officiously
多管闲事的	officious
多米尼克	Dominic
多米尼克	Dominick
多米尼加	dominica
多米尼加人	Dominicans
多米尼加的	Dominican
多米诺	domino
多米诺骨牌	dominoes
多籽植物	allseed
多级	multilevel
多级	multistage
多纳休	Donahue
多线的	liny
多线程	multithread
多细胞	multicellular
多细胞性	multicellularity
多细胞的	cellulous
多维	multidimensional
多肉	fleshiness
多肉的	meaty
多肉的	fleshy
多脊的	ridgy
多船货	boatloads
多色的	polychromatic
多节	knobbiness
多节的	knurly
多节的	knotty
多花的	bloomy
多花的	floriferous
多苔	mossiness
多荆棘的	braky
多莎草的	sedgy
多萝西	Dorothy
多萝西娅	Dorothea
多蛾的	mothy
多裂口的	chasmy
多角的	multangular
多计算机	multicomputer
多词	multiword
多语言	multilingual
多语言化	mn
多语言化	multilingualization
多诺万	Donovan
多足的	multiped
多足类	myriapod
多路信息计算系统	Multics
多路信息计算系统	MULTICS
多路复用	multiplex
多路复用器	multipexer
多路复用器	multiplexer
多路复用的	multiplexed
多车辙的	rutty
多车道	multilane
多边	multilateral
多边形	polygon
多边形扫描	PolygonScan
多边形的	polygonal
多进程	multiprocess
多通道	multichannel
多道程序	multiprogramming
多配偶制	polygamy
多配偶的	polygamous
多配偶者	polygamist
多里亚	Doria
多钮的	buttony
多铧犁	gangplow
多阀	multivalve
多雨	rainy
多雨	rainier
多雨的	pluvial
多雪的	snowy
多面	multifaceted
多面体	polyhedron
多面体的	polyhedral
多面的	faceted
多音字	polyphone
多音节的	polysyllabic
多音节词	polysyllable
多项式	polynomial
多风	blowy
多风	windy
多香果	allspice
多髓的	marrowy
多鳍的	finny
夜之女神	nox
夜壶	nightstool
夜总会	cabaret
夜总会	nightclub
夜愿	nightwish
夜晚	nite
夜晚	night
夜曲	nocturne
夜游的	noctivagant
夜班	nightwork
夜班岗	dogwatch
夜班工	nightman
夜生活	nightlife
夜盲症	nyctalopia
夜莺	bulbul
夜莺	nightingale
夜蛾	noctalia
夜间	nighttime
夜间地	nocturnally
夜间的	nocturnal
大	big
大	grande
大三角帆	spinnaker
大主教	archbishop
大主教辖区	archdiocese
大主教辖区	archbishopric
大丽花	dahlia
大乘	Mahayana
大乘信徒	Mahayanist
大二学生	sophomore
大亨	tycoon
大亨	magnate
大人物	panjandrum
大众	polloi
大众汽车	Volkswagen
大使	ambassador
大使的	ambassadorial
大使职位	ambassadorship
大使馆	embassy
大使馆	embassies
大修	overhaul
大傻瓜	archfool
大元帅	generalissimo
大公	archduke
大公国	archduchy
大公的	archducal
大公的	grandducal
大写字母	majuscule
大写字母	uppercase
大写锁定	CapsLock
大分子	macromolecule
大剂量	bigdos
大剧院	Bolshoi
大力水手	popeye
大包	bale
大卫	David
大厅	hall
大厅	concourse
大厦	masion
大厦	mansion
大口径短枪	blunderbuss
大号	tuba
大号铅弹	buckshot
大商船	argosy
大喊	bawl
大喊了	bawled
大嗓门	stentor
大嘴巴	blabbermouth
大嘴巴的	loudmouthed
大地测量学	geodesy
大地测量的	geodetic
大块	hunk
大块	chunk
大型语言模型元AI	Large Language Model Meta AI
大型超市	superstore
大声	aloud
大声叫嚷	yawp
大声喊叫	vociferate
大声地	loudly
大声笑	Laugh Out Loudly
大大地	greatly
大天使	archangel
大头钉	tack
大头鱼	bullhead
大奖章	medallion
大孢子	macrospore
大学	Rutgers
大学	university
大学校队	varsity
大学生	colleger
大学生	collegian
大宇	deawoo
大宇	daewoo
大家伙	lunker
大小	magnitude
大屠杀	pogrom
大屠杀	carnage
大岩桐	gloxinia
大帆船	carrack
大师	swami
大师	maestro
大帐篷	marquee
大幅报纸	broadsheet
大惊小怪	fuss
大惊小怪	foofaraw
大戏	grandplay
大成功	sockeroo
大戟	spurge
大扫除	housecleaning
大提琴	cello
大提琴	violoncello
大提琴手	cellist
大敌	archenemy
大教堂	minster
大教堂	basilica
大杂烩	mishmash
大杂烩	hodgepodge
大桶	vat
大桶	tun
大梁	girder
大概	assumably
大概	presumably
大步	stride
大步行走者	strider
大步走	strode
大步走	striding
大比目鱼	halibut
大气	atmosphere
大气地	atmospherically
大气层	atmospheres
大气的	atmospheric
大沼泽	Everglades
大洋中部	midocean
大洋洲	Oceania
大流士	Darius
大流行病	pandemic
大浅盘	platter
大海雀	garefowl
大海鲢	tarpon
大混乱	pandemonium
大漩涡	Maelstrom
大火	conflagration
大灾变	cataclysm
大炮	cannon
大爱	agape
大片	blockbuster
大猩猩	gorilla
大理石	marble
大理石纹	marbling
大理石般	marbly
大瓶	carboy
大瓶	magnum
大的	large
大祭司	archpriest
大笑	LOL
大笑	yock
大篷车	caravan
大米	rice
大约	circa
大约	around
大纲	outline
大纲	syllabus
大纲工具	OmniOutliner
大羚羊	eland
大肆宣传	ballyhoo
大肚子	paunch
大肚子	potbelly
大肚瓶	demijohn
大肠杆菌	coli
大肠杆菌	Escherichia
大肠菌群	coliform
大胆	boldness
大胆	audacious
大胆地	boldly
大胆地	nervily
大胆的	bold
大胆的	daring
大脑	brain
大脑	cerebra
大脑皮层	pallium
大腹便便的	paunchy
大腹便便的	potbellied
大腿	lap
大腿	thigh
大苏尔	Big Sur
大英百科全书	Britannica
大菱鲆	turbot
大蒜	garlic
大虾	scampi
大蚊子	gallinipper
大街	ave
大衣	overcoat
大西洋	Atlantic
大西洋	Atlantica
大西洋此岸的	cisatlantic
大规模的	largescale
大角星	Arcturus
大角羊	bighorn
大话	whopper
大语言模型	LLM
大语言模型	Large Language Model
大豆	soy
大豆	soya
大象	elephant
大道	avenue
大道	thoroughfare
大都会	mets
大都会的	metropolitan
大都市	metroplis
大都市	metropolis
大酒杯	jorum
大酒杯	rummer
大量	slew
大量	spate
大量地	substantially
大量毁灭	decimate
大量毁灭	decimation
大量的	substantial
大锅	caldron
大锅	cauldron
大错	blunder
大错	clanger
大锤	sledgehammer
大键琴	harpsichord
大阪	Osaka
大陆	mainland
