安全	aq
惶恐不安	hkba
红口白牙	hkby
会哭的孩子有奶吃	hkdi
花开富贵	hkfg
混口饭吃	hkfi
花开花落	hkhl
横看成岭侧成峰	hkif
花开堪折直须折	hkkv
花开两朵，各表一枝	hklv
航空母舰	hkmj
很可能是	hknu
海阔凭鱼跃	hkpy
花开四季	hksj
海阔天空	hktk
虎口逃生	hktu
虎口脱险	hktx
海枯石烂	hkul
昏聩无能	hkwn
黄口小儿	hkxe
还可以	hky
虎口余生	hkyu
忽略不计	hlbj
旱涝保收	hlbu
何乐不为	hlbw
混乱不堪	hlbk
很了不起	hlbq
呼伦贝尔	hlbe
何乐而不为	hlew
互利共赢	hlgy
换来换去	hlhq
忽冷忽热	hlhr
糊里糊涂	hlht
互利互惠	hlhh
慌里慌张	hlhv
话里话外	hlhw
好了疮疤忘了痛	hlit
后来居上	hlju
海陆空	hlk
喝了口水	hlku
回来了	hll
获利了结	hllj
黄粱美梦	hlmm
虎落平阳	hlpy
虎落平阳被犬欺	hlpq
火力全开	hlqk
活力四射	hlsu
昏了头	hlt
后浪推前浪	hltl
囫囵吞枣	hltz
寒来暑往	hluw
好了伤疤忘了疼	hlut
虎狼之师	hlvu
好莱坞	hlw
化零为整	hlwv
话里有话	hlyh
黄粱一梦	hlym
坏了一锅粥	hlyv
哈喇子	hlz
回炉再造	hlzz
洪涝灾害	hlzh
好马不回头	hmbt
好马不吃回头草	hmbc
昏迷不醒	hmbx
汗马功劳	hmgl
忽明忽暗	hmha
好嘛好嘛	hmhm
荒谬绝伦	hmjl
鹤鸣九皋	hmjg
横眉冷眼	hmly
横眉立目	hmlm
横眉冷对千夫指	hmlv
横眉怒目	hmnm
好梦难圆	hmny
好马配好鞍	hmpa
讳莫如深	hmru
侯门似海	hmsh
火冒三丈	hmsv
横眉竖眼	hmuy
好谋善断	hmud
横蛮无理	hmwl
浩渺无垠	hmwy
黄毛丫头	hmyt
回眸一笑	hmyx
回眸一笑百媚生	hmyu
海纳百川	hnbi
好男不与女斗	hnbd
海内存知己	hncj
患难夫妻	hnfq
何年何月	hnhy
糊弄糊弄	hnhn
汗牛充栋	hnid
患难见真情	hnjq
红男绿女	hnln
很难理解	hnlj
火奴鲁鲁	hnll
猴年马月	hnmy
海南省	hnu
还能这样	hnvy
患难之交	hnvj
很难想象	hnxx
患难与共	hnyg
花鸟鱼虫	hnyi
还能怎样	hnzy
华南师范大学	hnux
狐朋狗友	hpgy
狐朋狗党	hpgd
和平共处	hpgi
和平共处五项原则	hpgz
呼朋唤友	hphy
嗨皮嗨皮	hphp
黄袍加身	hpju
鸿篇巨制	hpjv
黄埔军校	hpjx
胡拼乱凑	hplc
和平年代	hpnd
和盘托出	hpti
横平竖直	hpuv
和平主义	hpvy
呼朋引伴	hpyb
好巧不巧	hqbq
寒气逼人	hqbr
何其毒也	hqdy
皇亲国戚	hqgq
豪气干云	hqgy
合情合理	hqhl
或轻或重	hqhv
或起或伏	hqhf
河清海晏	hqhy
好奇害死猫	hqhm
何去何从	hqhc
浩气长存	hqic
划清界限	hqjx
呵欠连天	hqlt
红墙绿瓦	hqlw
含情脉脉	hqmm
豪情满怀	hqmh
魂牵梦系	hqmx
魂牵梦绕	hqmr
魂牵梦萦	hqmy
花钱买罪受	hqmu
花钱如流水	hqru
和气生财	hquc
横七竖八	hqub
荷枪实弹	hqud
后起之秀	hqvx
害群之马	hqvm
豪情壮志	hqvv
豪情万丈	hqwv
祸起萧墙	hqxq
寒气袭人	hqxr
花拳绣腿	hqxt
花前月下	hqyx
虎躯一震	hqyv
回去再说	hqzu
黄雀在后	hqzh
荒腔走板	hqzb
花旗银行	hqyh
诲人不倦	hrbj
害人不浅	hrbq
浑然不知	hrbv
好人不长命	hrbm
活人不能让尿憋死	hrbs
恍然大悟	hrdw
花入各眼	hrgy
恨入骨髓	hrgs
豁然贯通	hrgt
害人害己	hrhj
豁然开朗	hrkl
好人没好报	hrmb
好人难做	hrnz
恍然若失	hrru
恍然如梦	hrrm
浑然天成	hrti
骇人听闻	hrtw
花容失色	hrus
浩然正气	hrvq
害人终害己	hrvj
害人之心不可有	hrvy
害人之心不可有，防人之心不可无	hrvw
浑然无知	hrwv
花容月貌	hrym
虎入羊群	hryq
浑然一体	hryt
焕然一新	hryx
好人有好报	hryb
好死不如赖活	hsbh
横扫而过	hseg
黑塞哥维那	hsgn
横死街头	hsjt
哈萨克族	hskz
哈萨克斯坦	hskt
胡思乱想	hslx
晦涩难懂	hsnd
横扫千军	hsqj
话虽如此	hsrc
活死人肉白骨	hsrg
活色生香	hsux
好色之徒	hsvt
互诉衷肠	hsvi
挥洒自如	hszr
何似在人间	hszj
横挑鼻子竖挑眼	htb
换汤不换药	htby
恨铁不成钢	htbg
红透半边天	htbt
皇天不负有心人	htbr
哄堂大笑	htdx
撼天动地	htdd
嚎啕大哭	htdk
宏图大志	htdv
回天乏术	htfu
黄土高原	htgy
昏天黑地	hthd
虎头虎脑	hthn
皇天后土	htht
花团锦簇	htjc
花天酒地	htjd
憨态可掬	htkj
回头看看	htkk
后台老板	htlb
呼天抢地	htqd
灰头土脸	httl
回头是岸	htua
虎头蛇尾	htuw
回天之力	htvl
昏头转向	htvx
化痰止咳	htvk
哄抬物价	htwj
回天无力	htwl
回天无术	htwu
欢天喜地	htxd
后天下之乐而乐	htxl
滑天下之大稽	htxj
糊涂一时	htyu
互通有无	htyw
回头一看	htyk
回头一笑	htyx
海天一色	htys
回头再说	htzu
胡说八道	hubd
寒暑不侵	hubq
昏睡百年	hubn
横尸遍野	huby
海水不可斗量	hubl
虎视眈眈	hudd
火烧火燎	huhl
好声好气	huhq
何时何地	huhd
绘声绘色	huhs
绘声绘影	huhy
皓首穷经	huqj
何事秋风悲画扇	huqu
好事成双	huiu
坏事传千里	huil
后视镜	huj
火上浇油	hujy
后生可畏	hukw
黄鼠狼	hul
黄鼠狼给鸡拜年	huln
好事连连	hull
火烧眉毛	humm
浑水摸鱼	humy
毁尸灭迹	humj
横竖撇点折	hupv
很少人	hur
鼾声如雷	hurl
画蛇添足	hutz
浑身是胆	huud
海市蜃楼	huul
海誓山盟	huum
浑身上下	huux
浑身湿透	huut
还手之力	huvl
颔首致意	huvy
横生枝节	huvj
好事之徒	huvt
回首往事	huwu
化身万千	huwq
浑身无力	huwl
欢声笑语	huxy
很少有人	huyr
火树银花	huyh
荒山野岭	huyl
虎视鹰扬	huyy
红十字	huz
坏事做尽	huzj
悔之不及	hvbj
黑纸白字	hvbz
横征暴敛	hvbl
挥之不去	hvbq
黄钟大吕	hvdl
和衷共济	hvgj
后知后觉	hvhj
呼之即来	hvjl
挥之即去	hvjq
花枝乱颤	hvli
厚着脸皮	hvlp
蕙质兰心	hvlx
化妆品	hvp
火中取栗	hvql
恨之入骨	hvrg
红装素裹	hvsg
花枝招展	hvvv
会展中心	hvvx
化整为零	hvwl
悔之晚矣	hvwy
话中有话	hvyh
好整以暇	hvyx
何至于此	hvyc
毫无保留	hwbl
毫无办法	hwbf
毫无二致	hwev
和为贵	hwg
毫无关系	hwgx
毫无顾忌	hwgj
海外华人	hwhr
化为灰烬	hwhj
毫无察觉	hwij
毫无节制	hwjv
互为犄角	hwjj
淮王鸡狗	hwjg
好无聊	hwl
后无来者	hwlv
毫无理由	hwly
宏伟蓝图	hwlt
宏伟目标	hwmb
核武器	hwq
好为人师	hwru
荒无人烟	hwry
含污忍垢	hwrg
换位思考	hwsk
毫无所知	hwsv
化外之民	hwvm
回味无穷	hwwq
毫无征兆	hwvv
化为乌有	hwwy
红外线	hwx
毫无悬念	hwxn
互为因果	hwyg
混为一谈	hwyt
毫无疑问	hwyw
毫无意义	hwyy
毫无预兆	hwyv
户外运动	hwyd
毫无作用	hwzy
喝西北风	hxbf
含胸拔背	hxbb
互相残杀	hxcu
含羞带怯	hxdq
韩信点兵	hxdb
花香蝶自来	hxdl
好心当成驴肝肺	hxdf
呼啸而来	hxel
化学反应	hxfy
欢欣鼓舞	hxgw
活血化瘀	hxhy
红杏出墙	hxiq
含笑九泉	hxjq
核心价值	hxjv
候选栏	hxl
好戏连台	hxlt
花心萝卜	hxlb
花香鸟语	hxny
含血喷人	hxpr
回想起来	hxql
欢欣雀跃	hxqy
含辛茹苦	hxrk
灰心丧气	hxsq
花香四溢	hxsy
火星四溅	hxsj
横行天下	hxtx
互相推诿	hxtw
和谐统一	hxty
含胸驼背	hxtb
后下手遭殃	hxuy
回心转意	hxvy
化险为夷	hxwy
横行无忌	hxwj
好行小惠	hxxh
沆瀣一气	hxyq
互相依存	hxyc
会心一笑	hxyx
好像有点	hxyd
河西走廊	hxzl
好戏在后头	hxzt
华夏子孙	hxzs
混淆黑白	hxhb
混淆视听	hxut
红颜薄命	hybm
花样百出	hybi
怀冤抱屈	hybq
很有必要	hyby
很有帮助	hybv
还有不少	hybu
毁誉参半	hycb
话音才落	hycl
好勇斗狠	hydh
很有道理	hydl
皓月当空	hydk
鸿运当头	hydt
和衣而卧	hyew
获益匪浅	hyfq
花样翻新	hyfx
还有个	hyg
话音刚落	hygl
互有高低	hygd
很有个性	hygx
红颜祸水	hyhu
忽远忽近	hyhj
花样滑冰	hyhb
行有行规	hyhg
诲淫诲盗	hyhd
海晏河清	hyhq
鸿雁传书	hyiu
后一句	hyj
何以见得	hyjd
火眼金睛	hyjj
含英咀华	hyjh
喊冤叫屈	hyjq
活要见人死要见尸	hyju
很有可能	hykn
胡言乱语	hyly
获益良多	hyld
含饴弄孙	hyns
花样年华	hynh
汉语拼音	hypy
花言巧语	hyqy
后院起火	hyqh
好意思	hys
话已至此	hyvc
豪言壮语	hyvy
好一阵子	hyvz
厚颜无耻	hywi
荒淫无度	hywd
话音未落	hywl
花冤枉钱	hywq
好言相劝	hyxq
毁于一旦	hyyd
红颜易老	hyyl
回忆一下	hyyx
花园洋房	hyyf
很有意义	hyyy
黑云压城城欲摧	hyyc
汉贼不两立	hzbl
何足道哉	hzdz
涸泽而渔	hzey
胡作非为	hzfw
何足挂齿	hzgi
合作共赢	hzgy
合作伙伴	hzhb
或早或晚	hzhw
或早或迟	hzhi
猴子称大王	hziw
合纵连横	hzlh
活罪难逃	hznt
合资企业	hzqy
猴子偷桃	hztt
何罪之有	hzvy
何足为奇	hzwq
好自为之	hzwv
很早以前	hzyq
合作愉快	hzyk
产品	ip
成为	iw
出现	ix
传统	it
成本	ib
窗口	ik
承诺	in
重启	iq
重码	im
尘埃落定	iald
除暴安良	ibal
差不多了	ibdl
成败得失	ibdu
吃不到葡萄说葡萄酸	ibds
长臂管辖	ibgx
喘不过气	ibgq
吃饱喝足	ibhz
吃不饱饭	ibbf
处变不惊	ibbj
吃不饱穿不暖	ibbn
常备不懈	ibbx
臭不可闻	ibkw
吃饱了撑的	ibld
吃饱了撑着	iblv
成不了气候	iblh
秤不离砣	iblt
吃不了兜着走	iblz
成败论英雄	iblx
吃闭门羹	ibmg
差不太多	ibtd
插不上嘴	ibuz
成百上千	ibuq
赤膊上阵	ibuv
沉不住气	ibvq
诚不我欺	ibwq
吃不下去	ibxq
吃不下饭	ibxf
称霸一方	ibyf
臭不要脸	ibyl
成败在此一举	ibzj
春蚕到死丝方尽	icdj
重操旧业	icjy
趁此机会	icjh
陈词滥调	icld
除此之外	icvw
出此下策	icxc
吃错药了	icyl
长此以往	icyw
拆东补西	idbx
尺短寸长	idci
抽刀断水	iddu
重蹈覆辙	idfv
唱独角戏	idjx
闯荡江湖	idjh
赤道几内亚	idjy
吃得开	idk
吃得苦中苦	idkk
吃得苦中苦，方为人上人	idkr
吃多了	idl
拆东墙补西墙	idqq
船到桥头自然直	idqv
吹得天花乱坠	idtv
唱对台戏	idtx
成都市	idu
称得上是	iduu
传道授业	iduy
传道授业解惑	iduh
车到山前必有路	idul
沉得住气	idvq
赤胆忠心	idvx
吃得下	idx
蠢得要死	idys
迟到早退	idzt
充耳不闻	iebw
嫦娥奔月	ieby
出尔反尔	iefe
除恶务尽	iewj
惩恶扬善	ieyu
茶饭不思	ifbs
春风得意	ifdy
春风得意马蹄疾	ifdj
春风拂面	iffm
春风吹又生	ifiu
长发及腰	ifjy
除非己莫为	ifjw
重复建设	ifju
车匪路霸	iflb
吃饭骂娘	ifmn
嘲风弄月	ifny
乘风破浪	ifpl
长发飘飘	ifpp
长风破浪会有时	ifpu
吃饭去	ifq
吃饭去了	ifql
充分说明	ifum
茶饭无心	ifwx
春风一度	ifyd
乘风扬帆	ifyf
冲锋在前	ifzq
常规战争	igvv
出工不出力	igbl
称孤道寡	igdg
长歌当哭	igdk
成果斐然	igfr
陈规陋习	iglx
车轱辘话	iglh
吃干抹净	igmj
春光明媚	igmm
重归于好	igyh
冲冠一怒	igyn
陈谷子烂芝麻	igzm
钗横鬓乱	ihbl
吃坏肚子	ihdz
趁火打劫	ihdj
春回大地	ihdd
吃好喝好	ihhh
楚河汉界	ihhj
唇红齿白	ihib
诚惶诚恐	ihik
春花烂漫	ihlm
蠢话连篇	ihlp
春寒料峭	ihlq
吃喝拉撒	ihls
吃喝嫖赌	ihpd
车毁人亡	ihrw
冲昏头脑	ihtn
成何体统	ihtt
丑话说在前头	ihut
吹灰之力	ihvl
窗户纸一捅就破	ihvp
吃喝玩乐	ihwl
出乎意料	ihyl
出乎意外	ihyw
吹胡子瞪眼	ihzy
迟迟不来	iibl
愁肠百结	iibj
踟蹰不前	iibq
楚楚动人	iidr
重重关卡	iigq
唱唱歌跳跳舞	iigw
吃吃喝喝	iihh
处处掣肘	iiiv
驰骋疆场	iiji
长长久久	iijj
重出江湖	iijh
楚楚可怜	iikl
重重困难	iikn
初出茅庐	iiml
缠缠绵绵	iimm
踌躇满志	iimv
插翅难飞	iinf
称臣纳贡	iing
吵吵闹闹	iinn
插翅难逃	iint
处处碰壁	iipb
吵吵嚷嚷	iirr
沉沉睡去	iiuq
唇齿之邦	iivb
吃穿住行	iivx
扯扯拽拽	iivv
颤颤巍巍	iiww
处处闻啼鸟	iiwn
唇齿相依	iixy
赤诚相待	iixd
蠢蠢欲动	iiyd
绰绰有余	iiyy
处惊不变	ijbb
吃惊不已	ijby
除旧布新	ijbx
出简不出全	ijbq
出嫁从夫	ijcf
超级大国	ijdg
穿金戴银	ijdy
初见端倪	ijdn
成绩斐然	ijfr
初具规模	ijgm
穿街过巷	ijgx
楚界汉河	ijhh
长江后浪推前浪	ijhl
吹尽黄沙始到金	ijhj
初见成效	ijix
春节快乐	ijkl
吃尽苦头	ijkt
成交量	ijl
掣襟露肘	ijlv
戳脊梁骨	ijlg
成家立业	ijly
船坚炮利	ijpl
出将入相	ijrx
出简让全	ijrq
长江三峡	ijsx
传经送宝	ijsb
成吉思汗	ijsh
重见天日	ijtr
创巨痛深	ijtu
触景生情	ijuq
差距甚大	ijud
持久战	ijv
长久之计	ijvj
沉肩坠肘	ijvv
出家为僧	ijws
除旧迎新	ijyx
穿街走巷	ijzx
插科打诨	ikdh
冲口而出	ikei
沉疴痼疾	ikgj
出口成章	ikiv
初窥门径	ikmj
吃苦耐劳	iknl
春困秋乏	ikqf
出口伤人	ikur
吹糠见米	ikjm
沉疴宿疾	iksj
敞开心扉	ikxf
吃糠咽菜	ikyc
吃亏在眼前	ikzq
出类拔萃	ilbc
查漏补缺	ilbq
吃了豹子胆	ilbd
吃力不讨好	ilbh
吃粮不管事	ilbu
川流不息	ilbx
豺狼当道	ildd
吃了大亏	ildk
重峦叠嶂	ildv
初露端倪	ildn
初露锋芒	ilfm
出离愤怒	ilfn
踔厉奋发	ilff
吃了个饭	ilgf
豺狼虎豹	ilhb
乘龙快婿	ilkx
出了口气	ilkq
出了名的	ilmd
触类旁通	ilpt
吃里扒外	ilpw
吃了枪子	ilqz
春兰秋菊	ilqj
垂帘听政	iltv
吹拉弹唱	ilti
初露头角	iltj
初来乍到	ilvd
吃了熊心豹子胆	ilxd
查了一下	ilyx
吃了一惊	ilyj
出了一口气	ilyq
沉默不语	imby
出毛病了	imbl
长命百岁	imbs
愁眉不展	imbv
春眠不觉晓	imbx
缠绵悱恻	imfc
长目飞耳	imfe
沉默寡言	imgy
承蒙关照	imgv
出谋划策	imhc
吃没吃过	imig
炒买炒卖	imim
触目惊心	imjx
窗明几净	imjj
沉湎酒色	imjs
瞠目结舌	imju
愁眉苦脸	imkl
车马劳顿	imld
程门立雪	imlx
愁眉泪眼	imly
吹毛求疵	imqc
春满人间	imrj
城门失火	imuh
城门失火，殃及池鱼	imuy
沉默是金	imuj
迟暮之年	imvn
臭名昭著	imvv
查明真相	imvx
驰名中外	imvw
沉默无语	imwy
除魔卫道	imwd
出没无常	imwi
春梦无痕	imwh
魑魅魍魉	imwl
出谋献策	imxc
柴米油盐	imyy
柴米油盐酱醋茶	imyi
出门在外	imzw
吹牛不打草稿	inbg
传男不传女	inbn
趁你病要你命	inbm
吃奶的劲	indj
春暖花开	inhk
陈年旧事	inju
陈年旧账	injv
陈年老酒	inlj
长年累月	inly
吹牛拍马	inpm
吃拿卡要	inqy
除你之外	invw
刹那之间	invj
陈年往事	inwu
痴男怨女	inyn
处女作	inz
唱念做打	inzd
常年在外	inzw
长篇大论	ipdl
IP地址	ipdv
长篇累牍	ipld
承平盛世	ipuu
长篇小说	ipxu
乘其不备	iqbb
春秋笔法	iqbf
惩前毖后	iqbh
出其不意	iqby
查缺补漏	iqbl
重启电脑	iqdn
长枪短炮	iqdp
春秋鼎盛	iqdu
春情荡漾	iqdy
锄强扶弱	iqfr
茶前饭后	iqfh
逞强好胜	iqhu
臭气冲天	iqit
潮起潮落	iqil
成群结队	iqjd
重起炉灶	iqlz
陈腔滥调	iqld
承前启后	iqqh
春去秋来	iqql
差强人意	iqry
唇枪舌剑	iquj
成千上万	iquw
春秋战国	iqvg
长驱直入	iqvr
出奇制胜	iqvu
除却巫山不是云	iqwy
臭气熏天	iqxt
长期以来	iqyl
出去一趟	iqyt
出去一下	iqyx
出去走走	iqzz
乘人不备	irbb
宠辱不惊	irbj
吃人不吐骨头	irbt
吃软不吃硬	irby
成人不自在	irbz
趁热打铁	irdt
吃软饭	irf
宠辱皆忘	irjw
吃人家的嘴短	irjd
吃人家饭，受人家管	irjg
怆然泪下	irlx
常任理事国	irlg
愁容满面	irmm
成仁取义	irqy
春荣秋枯	irqk
诚如斯言	irsy
出人头地	irtd
痴人说梦	irum
成人之美	irvm
趁人之危	irvw
超然物外	irww
仇人相见，分外眼红	irxh
出人意料	iryl
出人意外	iryw
出人意表	iryb
吃人嘴软	irzr
抽丝剥茧	isbj
差三错四	iscs
撑死胆大的	isdd
沉思默想	ismx
春色满园	ismy
楚虽三户，亡秦必楚	issi
垂死挣扎	isvv
畅所欲言	isyy
长痛不如短痛	itbt
趁他病要他命	itbm
丑态百出	itbi
长途跋涉	itbu
丑态毕露	itbl
垂头不语	itby
吹弹得破	itdp
尘土飞扬	itfy
传统观念	itgn
吹弹可破	itkp
彻头彻尾	itiw
蠢头蠢脑	itin
出头露面	itlm
传统美德	itmd
垂头丧气	itsq
秤砣虽小压千斤	itsj
赤条条来去无牵挂	ittg
传统社会	ituh
出头之日	itvr
呈堂证供	itvg
畅通无阻	itwz
传统文化	itwh
出土文物	itww
串通一气	ityq
长叹一声	ityu
差太远了	ityl
出手不凡	iubf
长生不老	iubl
成事不足	iubz
承受不起	iubq
成事不足，败事有余	iuby
吃水不忘挖井人	iubr
抽身而去	iueq
乘势而上	iueu
出水芙蓉	iufr
常胜将军	iujj
崇山峻岭	iujl
初始阶段	iujd
诚实可靠	iukk
赤手空拳	iukq
触手可及	iukj
赤身裸体	iult
车水马龙	iuml
抽水马桶	iumt
初生牛犊	iund
承受能力	iunl
出生年月	iuny
初生牛犊不怕虎	iunh
承上启下	iuqx
插手其中	iuqv
纯属巧合	iuqh
出神入化	iurh
出生入死	iurs
出双入对	iurd
仇深似海	iush
诚实守信	iuux
初始状态	iuvt
处世之道	iuvd
出师未捷	iuwj
春生夏长	iuxv
纯属虚构	iuxg
穿山越岭	iuyl
成事在天	iuzt
处事作风	iuzf
常抓不懈	ivbx
沉重代价	ivdj
穿着打扮	ivdb
叱咤风云	ivfy
差之毫厘	ivhl
潮涨潮落	ivil
长治久安	ivja
晨钟暮鼓	ivmg
陈芝麻烂谷子	ivmz
揣着明白装糊涂	ivmt
吃斋念佛	ivnf
纯真年代	ivnd
沉住气	ivq
重整旗鼓	ivqg
传之其人	ivqr
处之泰然	ivtr
池中之物	ivvw
称之为	ivw
吃着碗里，望着锅里	ivwl
成者王侯	ivwh
成者王侯败者寇	ivwk
嗤之以鼻	ivyb
朝中有人好做官	ivyg
持之以恒	ivyh
穿针引线	ivyx
成竹在胸	ivzx
成王败寇	iwbk
查无此人	iwcr
吃我的住我的	iwdd
称王称霸	iwib
唇亡齿寒	iwih
储物间	iwj
传为佳话	iwjh
重温旧梦	iwjm
成为可能	iwkn
出问题了	iwtl
查无实据	iwuj
除我之外	iwvw
常务委员会	iwwh
常务委员	iwwy
臭味相投	iwxt
除我以外	iwyw
痴心不改	ixbg
垂涎不已	ixby
持续不断	ixbd
吃香的喝辣的	ixd
春心荡漾	ixdy
称兄道弟	ixdd
长吁短叹	ixdt
捶胸顿足	ixdz
闯下大祸	ixdh
乘虚而入	ixer
乘兴而来	ixel
丑媳妇总得见公婆	ixfp
吃香喝辣	ixhl
船小好调头	ixht
诚心诚意	ixiy
吃现成饭	ixif
重修旧好	ixjh
城乡居民	ixjm
处心积虑	ixjl
沉心静气	ixjq
诚信经营	ixjy
城乡结合部	ixjb
长效机制	ixjv
重新开始	ixku
春宵苦短	ixkd
重新来过	ixlg
扯线木偶	ixmo
春心萌动	ixmd
吃相难看	ixnk
春夏秋冬	ixqd
承先启后	ixqh
称心如意	ixry
垂涎三尺	ixsi
长相厮守	ixsu
吃相太难看	ixtk
长袖善舞	ixuw
喘息之间	ixvj
抽薪止沸	ixvf
城下之盟	ixvm
痴心妄想	ixwx
喘息未定	ixwd
畅行无阻	ixwz
成效显著	ixxv
春宵一刻	ixyk
垂涎欲滴	ixyd
垂涎已久	ixyj
重新做人	ixzr
春意盎然	iyar
创业板	iyb
迟疑不决	iybj
吃哑巴亏	iybk
出言不逊	iybx
愁云惨雾	iycw
差一点点	iydd
穿衣打扮	iydb
绰约多姿	iydz
沉冤得雪	iydx
茶余饭后	iyfh
传言非虚	iyfx
产业革命	iygm
彻夜长谈	iyit
茶余酒后	iyjh
差远了	iyl
春意阑珊	iylu
臭鱼烂虾	iylx
沉鱼落雁	iyly
沉冤莫白	iymb
崇洋媚外	iymw
彻夜难眠	iynm
出淤泥而不染	iynr
穿云破雾	iypw
吃一堑，长一智	iyqv
春雨如油	iyry
尺有所短，寸有所长	iysi
尺有所短	iysd
穿一条裤子	iytz
朝野上下	iyux
池鱼之殃	iyvy
出于无奈	iywn
出言无状	iywv
彻夜未眠	iywm
查一下	iyx
成也萧何，败也萧何	iyxh
抽油烟机	iyyj
车载斗量	izdl
迟早的事	izdu
穿凿附会	izfh
常在河边走	izhz
传宗接代	izjd
创造力	izl
赤子之心	izvx
成则为王，败则为寇	izwk
解决	jj
结果	jg
今天	jt
精彩	jc
简单	jd
金额	je
几乎	jh
解放	jf
简直	jv
骄傲	ja
计算	js
节奏	jz
今晚	jw
奇偶	jo
桀骜不驯	jabx
举案齐眉	jaqm
居安思危	jasw
节哀顺变	jaub
骄傲自大	jazd
骄傲自满	jazm
骄兵必败	jbbb
津巴布韦	jbbw
记不得了	jbdl
见不得光	jbdg
结伴而行	jbex
绝不放手	jbfu
旧病复发	jbff
基本功	jbg
绝不姑息	jbgx
金碧辉煌	jbhh
久病成医	jbiy
拒不承认	jbir
加班加点	jbjd
精兵简政	jbjv
坚不可摧	jbkc
急不可待	jbkd
急不可耐	jbkn
揭不开锅	jbkg
家不可一日无主	jbkv
剑拔弩张	jbnv
捷报频传	jbpi
记不清	jbq
记不清了	jbql
精兵强将	jbqj
即便如此	jbrc
健步如飞	jbrf
技不如人	jbrr
今不如昔	jbrx
戒备森严	jbsy
记不太清	jbtq
基本条件	jbtj
金榜题名时	jbtu
基本上	jbu
脊背生寒	jbuh
洁白无瑕	jbwx
久病无孝子	jbwz
箭不虚发	jbxf
简便易行	jbyx
饥不择食	jbzu
酒不醉人人自醉	jbzz
讲不讲理	jbjl
局促不安	jcba
就此罢手	jcbu
仅此而已	jcey
精彩纷呈	jcfi
借此机会	jcjh
将错就错	jcjc
精彩绝伦	jcjl
惊才绝艳	jcjy
饥餐渴饮	jcky
脚踩两只船	jcli
就此了结	jclj
见财起意	jcqy
几次三番	jcsf
紧蹙双眉	jcum
精彩之极	jcvj
家财万贯	jcwg
结草衔环	jcxh
仅此一次	jcyc
就此作罢	jczb
绝大部分	jdbf
技多不压身	jdbu
旧的不去，新的不来	jdbl
绝对不会	jdbh
坚定不移	jdby
绝对不行	jdbx
绝顶聪明	jdcm
绝大多数	jddu
叫地地不灵	jddl
既当爹又当妈	jddm
崛地而起	jdeq
借贷方	jdf
江东父老	jdfl
绝代风华	jdfh
绝地反击	jdfj
假道伐虢	jdfg
绝顶高手	jdgu
静电感应	jdgy
接电话	jdh
皆大欢喜	jdhx
夹道欢迎	jdhy
旧地重游	jdiy
机动车辆	jdil
集大成者	jdiv
亟待解决	jdjj
绝代佳人	jdjr
鸡蛋里挑骨头	jdlt
机动灵活	jdlh
既得利益	jdly
加大力度	jdld
简单明了	jdml
既定目标	jdmb
加德满都	jdmd
鸡蛋碰石头	jdpt
经得起	jdq
就地取材	jdqc
绝地求生	jdqu
激动死了	jdsl
掘地三尺	jdsi
见多识广	jdug
借刀杀人	jdur
绝代双骄	jduj
剪刀石头布	jdub
景德镇	jdv
就地正法	jdvf
家道中落	jdvl
井底之蛙	jdvw
借贷无门	jdwm
近代文学	jdwx
决定性	jdx
精雕细刻	jdxk
精打细算	jdxs
精雕细琢	jdxv
积德行善	jdxu
几度夕阳红	jdxh
激动人心	jdrx
结党营私	jdys
教导有方	jdyf
家大业大	jdyd
剪恶除奸	jeij
久而久之	jejv
吉尔吉斯	jejs
